id,name,producer,nation,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
137409,"Ruffino, Romitorio di Santidame",Ruffino,Italy,Red,Table,13.5,16~19,SWEET1,ACIDITY4,BODY4,TANNIN4,230000,2006,750
137410,"35 South, Reserva Cabernet Sauvignon",San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,27000,2017,750
137411,35 South Reserva Merlot,San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,27000,2016,750
137412,Amigo Cabernet Sauvignon,San Pedro,Chile,Red,Table,12~13,16~18,SWEET2,ACIDITY4,BODY3,TANNIN3,14000,2017,750
137413,Amigo Merlot,San Pedro,Chile,Red,Table,12~13,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,14000,2017,750
137414,"San Pedro, Cabo de Hornos Special Reserve",San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2015,750
137415,"San Pedro, Molina Reserva Cabernet Sauvignon",San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137416,"San Pedro, Molina Reserva Carmenere",San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,2017,750
137417,"San Pedro, Castillo de Molina Reserva Chardonnay",San Pedro,Chile,White,Table,14,9~11,SWEET1,ACIDITY2,BODY3,TANNIN1,40000,2011,750
137418,"San Pedro, Gato Negro Cabernet Sauvignon",San Pedro,Chile,Red,Table,13~14,15~17,SWEET1,ACIDITY3,BODY2,TANNIN3,25000,2017,750
137419,"San Pedro, Gato Negro Carmenere",San Pedro,Chile,Red,Table,13~14,17~19,SWEET2,ACIDITY4,BODY3,TANNIN3,25000,2018,750
137420,"San Pedro, Gato Negro Chardonnay",San Pedro,Chile,White,Table,12~13,8~10,SWEET2,ACIDITY3,BODY2,TANNIN1,25000,2018,750
137421,"San Pedro, Gato Negro Sauvignon Blanc",San Pedro,Chile,White,Table,11~12,10~12,SWEET2,ACIDITY4,BODY2,TANNIN1,12000,2017,375
137422,"San Pedro, Grosso Cabernet Sauvignon",San Pedro,Chile,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2005,750
137423,"San Pedro, Reserva Late Harvest",San Pedro,Chile,White,Dessert,12,6~8,SWEET5,ACIDITY1,BODY4,TANNIN1,22000,2012,375
137425,"35 South, Reserva Carmenere",San Pedro,Chile,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,27000,2017,750
137426,1865 Selected Vineyard Cabernet Sauvignon,San Pedro,Chile,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
137429,"Santa Margherita, Sangiovese",Santa Margherita,Italy,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2004,750
137430,"Santa Margherita, Pinot Grigio",Santa Margherita,Italy,White,"Appetizer, Table",,,SWEET1,ACIDITY3,BODY3,TANNIN1,35000,2019,750
137431,"Santa Margherita, Prosecco Extra Dry",Santa Margherita,Italy,Sparkling,Appetizer,,,SWEET1,ACIDITY4,BODY2,TANNIN1,0,0,750
137432,Santa Margherita Merlot,Santa Margherita,Italy,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,29000,2016,750
137433,"Santa Margherita, Chardonnay",Santa Margherita,Italy,White,Table,12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2005,750
137434,"Santa Margherita, Shiraz",Santa Margherita,Italy,Red,Table,14,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2004,750
137435,"Trapiche, Astica Cabernet Sauvignon",Trapiche,Argentina,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2018,750
137436,"Trapiche, Astica Merlot Malbec",Trapiche,Argentina,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2018,750
137437,"Trapiche, Broquel Cabernet Sauvignon",Trapiche,Argentina,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2016,750
137438,"Trapiche, Broquel Malbec",Trapiche,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,50000,2016,750
137439,"Trapiche, Iscay Malbec Cabernet Franc",Trapiche,Argentina,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,140000,2013,750
137440,"Trapiche, Medalla Cabernet Sauvignon",Trapiche,Argentina,Red,Table,14~15,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,70000,2015,750
137441,"Trapiche, Oak Cask Cabernet Sauvignon",Trapiche,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,35000,2018,750
137442,"Trapiche, Oak Cask Chardonnay",Trapiche,Argentina,White,Table,13~14,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,35000,2018,750
137443,"Trapiche, Oak Cask Malbec",Trapiche,Argentina,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,35000,2018,750
137444,"Trapiche, Single Vineyard Malbec",Trapiche,Argentina,Red,Table,14.5,17~19,SWEET1,ACIDITY3,BODY4,TANNIN4,100000,2014,750
137445,"Trapiche, Cabernet Sauvignon",Trapiche,Argentina,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2018,750
137446,"Trapiche, Malbec",Trapiche,Argentina,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,26000,2018,750
137447,"Trapiche, Merlot",Trapiche,Argentina,Red,Table,13.5,16~19,SWEET2,ACIDITY3,BODY3,TANNIN3,0,2005,750
137448,"Yellow Glen, Pink",Yellow Glen,Australia,Sparkling,Appetizer,11,6~8,SWEET2,ACIDITY2,BODY2,TANNIN1,0,0,750
137449,"Yellow Glen, Vintage Pinot Noir-Chardonnay",Yellow Glen,Australia,Sparkling,Appetizer,12,11~13,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2007,750
137450,Brio du Cantenac Brown,Chateau CantenacBrown Grand Cru Classe3rd Cru,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,120000,2004,750
137451,Baron de Brane,Chateau Brane Cantenac  Grand Cru Classe2nd Cru,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2016,750
137452,Les Remparts de Ferriere,Chateau Ferriere Grand Cru Classe3rd Cru,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,45000,2016,750
137454,Les Haut de Brillette,Chateau Brillette,France,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60000,2005,750
137455,Fluer de Bouard,La Fleur de Bouard,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2002,750
137457,"Almaden, Burgundy",Almaden Vineyards,USA,Red,Table,12,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,0,0,1500
137459,"Almaden, Red Sangria",Almaden Vineyards,USA,Etc,"Appetizer, Dessert",9.5,6~8,SWEET3,ACIDITY2,BODY2,TANNIN1,14000,0,1500
137460,"Almaden, Rhine",Almaden Vineyards,USA,White,Table,11.5,8~10,SWEET3,ACIDITY2,BODY3,TANNIN1,0,0,1500
137462,"Almaden, White Zinfandel",Almaden Vineyards,USA,Rose,"Appetizer, Table",10,11~13,SWEET2,ACIDITY2,BODY2,TANNIN1,0,0,1500
137466,Margaux Tradition,Andre Lurton,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2015,750
137468,Baron philippe de Serres,Andre Quancard Andre,France,,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137469,Chateau de Montagne,Andre Quancard Andre,France,Red,Table,12,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,18000,2008,750
137470,Laroussie Beaucastel Bordeaux Superieure,Andre Quancard Andre,France,Red,Table,12,10~12,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137471,Chateau Bellegrave,Chateau Bellegrave,France,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,39000,2005,750
137472,Chateau Laubespin Medoc,Andre Quancard Andre,France,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
137473,Laroque cantegrelle Medoc,Andre Quancard Andre,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2016,750
137474,"Andre Quancard Andre, Saint-Emilion",Andre Quancard Andre,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
137475,"AQA, Montagne Bordeaux",Andre Quancard Andre,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
137476,Chateau de Mole,Andre Quancard Andre,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137477,"Antech Limoux, Doux et Fruite",Blanquette de Limoux Antech,France,Red,Table,6~7,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,0,750
137478,"Antech Limoux, Frisson",Blanquette de Limoux Antech,France,Red,Table,6~7,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,0,750
137480,"Antonin Rodet, Chablis",Antonin Rodet,France,White,"Appetizer, Table",13,8~10,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2015,750
137481,"Antonin Rodet, Chablis Premier Cru",Antonin Rodet,France,White,Table,13,8~10,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2015,750
137482,"Chateau de Mercey, Mercurey 1er Cru En Saznay",Chateau de Mercey,France,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
137483,Chateau de Rully,Chateau de Rully,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2013,750
137484,"Antonin Rodet, Aloxe Corton",Antonin Rodet,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2014,750
137485,"Antonin Rodet, Meursault Premier Cru 'Perriers'",Antonin Rodet,France,White,Table,13,10~12,SWEET1,ACIDITY4,BODY4,TANNIN1,0,2013,750
137486,"Antonin Rodet, Pommard",Antonin Rodet,France,Red,Table,13,16~18,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2013,750
137487,"Antonin Rodet, Puligny Montrachet",Antonin Rodet,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,0,2012,750
137488,"Antonin Rodet, Chambolle Musigny",Antonin Rodet,France,Red,Table,13,16~18,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2010,750
137489,"Antonin Rodet, Gevrey Chambertin",Antonin Rodet,France,Red,Table,13,16~18,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2017,750
137490,"Antonin Rodet, Nuits St Georges",Antonin Rodet,France,Red,Table,13,16~18,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2010,750
137491,"Antonin Rodet, Cotes du Rhone Rouge",Antonin Rodet,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137492,"Antonin Rodet, Macon Villages",Antonin Rodet,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2015,750
137493,"Antonin Rodet, Pouilly Fuisse",Antonin Rodet,France,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2013,750
137494,"Antonin Rodet, Bourgogne Pinot Noir",Antonin Rodet,France,Red,Table,12.5,16~18,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2016,750
137495,"B.R.Cohn, Carneros Chardonnay",BR Cohn Winery,USA,White,Table,14.3,11~13,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2015,750
137496,"B.R.Cohn, Silver Label Cabernet Sauvignon",BR Cohn Winery,USA,Red,Table,14.1,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2016,750
137497,"B.R.Cohn, Sonoma Valley Merlot",BR Cohn Winery,USA,Red,Table,14.3,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
137499,"B.R.Cohn, Special Selection Cabernet Sauvignon",BR Cohn Winery,USA,Red,Table,13.8,17~20,SWEET1,ACIDITY3,BODY5,TANNIN4,1100000,1997,750
137501,"Balbi Soprani, Nebbiolo d'Alba",Capetta Francesco Capetta  Balbi Soprani,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38000,2004,750
137502,"Balbi Soprani, Asti",Capetta Francesco Capetta  Balbi Soprani,Italy,Sparkling,"Appetizer, Dessert",5~6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,40000,0,750
137503,"Balbi Soprani, Barbera d'Asti  La Baudria",Capetta Francesco Capetta  Balbi Soprani,Italy,Red,Table,14,10~12,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2012,750
137504,"Balbi Soprani, Moscato d'Asti",Capetta Francesco Capetta  Balbi Soprani,Italy,White,"Table, Dessert",5~6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,33000,2018,750
137505,"Balbi Soprani, Barbaresco",Capetta Francesco Capetta  Balbi Soprani,Italy,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,99000,2015,750
137506,"Balbi Soprani, Barolo",Capetta Francesco Capetta  Balbi Soprani,Italy,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,132000,2014,750
137507,"Balbi Soprani, Brachetto d'Acqui",Capetta Francesco Capetta  Balbi Soprani,Italy,Sparkling,Dessert,6.5,6~8,SWEET4,ACIDITY1,BODY3,TANNIN1,46000,0,750
137512,"Brotte, Chateauneuf du Pape 'La Fiole du Pape'",Brotte,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,0,750
137525,Chateau Pouget,Chateau Pouget Grand Cru Classe4th Cru,France,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
137534,Chateau Cadet Piola,Chateau Cadet Piola,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
137537,Chateau Ciceron,Chateau Ciceron,France,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY2,TANNIN4,0,2015,750
137544,Chateau de Toulet,Chateau de Toulet,France,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2016,750
137552,Chateau La Croix de Gay,Chateau La Croix de Gay,France,,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,1998,750
137576,"Chateau de Serame, Cabernet Sauvignon",Chateau de Serame,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2016,750
137577,"Chateau de Serame, Chardonnay",Chateau de Serame,France,White,Table,12,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2016,750
137578,"Chateau de Serame, Merlot",Chateau de Serame,France,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
137585,Chateau Tour Haut Vignoble,Chateau Tour Haut Vignoble,France,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
137586,"Chialri 1860, Lambrusco Bianco",Chiarli  Cleto Chiarli,Italy,White,"Appetizer, Table",7.5,10~12,SWEET3,ACIDITY2,BODY3,TANNIN1,13000,0,750
137588,"Chialri 1860, Lambrusco Rosso",Chiarli  Cleto Chiarli,Italy,Red,Table,7~8,10~12,SWEET2,ACIDITY2,BODY4,TANNIN2,13000,0,750
137591,"Citra, Merlot",Citra,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2017,750
137592,"Citra, Montepulciano d'Abruzzo",Citra,Italy,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,20000,2008,750
137593,"Citra, Sangiovese",Citra,Italy,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,20000,2017,750
137594,"Citra, Trebbiano d'Abruzzo",Citra,Italy,White,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2017,750
137595,"Citra, Lavs Vitae Montepulciano d'Abruzzo",Citra,Italy,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137596,"Citra, Lavs Vitae Trebbiano d'Abruzzo",Citra,Italy,White,"Appetizer, Table",14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2014,750
137597,"Citra, Palio Chardonnay",Citra,Italy,White,Table,13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2013,750
137598,"Citra, Palio Montepulciano d'Abruzzo",Citra,Italy,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137600,"Agustinos, Cabernet Sauvignon",Agustinos,Chile,Red,Table,13.7,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15000,2010,750
137601,"Agustinos, Grand Reserve Cabernet Sauvignon",Agustinos,Chile,Red,Table,13.7,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,45000,2007,750
137602,"Agustinos, Reserva Cabernet Sauvignon",Agustinos,Chile,Red,Table,13.2,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,21000,2009,750
137603,Casa Porta Collection Reserve Cabernet Sauvignon,Porta Winery,Chile,Red,Table,13.5,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,25000,2009,750
137605,Porta Cima,Porta Winery,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN5,120000,2007,750
137606,"Agustinos, Grand Reserva Malbec",Agustinos,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,45000,2015,750
137607,"Agustinos, Reserva Sauvignon Blanc",Agustinos,Chile,White,Table,13.2,9~12,SWEET1,ACIDITY4,BODY2,TANNIN1,21000,2016,750
137608,"Agustinos, Winemaker Selection Pinot Noir",Agustinos,Chile,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,25000,2015,750
137609,Casa Porta Limited Reserve Pinot Noir,Porta Winery,Chile,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,28000,2015,750
137610,"Porta, Pinot Noir Grand Reserve",Porta Winery,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,62000,2015,750
137611,Casa Porta Cabernet Sauvignon,Porta Winery,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22000,2009,750
137612,Casa Porta Grand Collection Cabernet Sauvignon,Porta Winery,Chile,Red,Table,14.2,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,40000,2008,750
137613,Casa Porta Grand Collection Chardonnay,Porta Winery,Chile,White,Table,14.2,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,40000,2014,750
137615,"Porta, Sauvignon Blanc Reserve",Porta Winery,Chile,White,Table,13.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN1,28000,2007,750
137616,"Casa Porta, Limited Reserve Sauvignon Blanc",Porta Winery,Chile,White,Table,13,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,0,2013,750
137617,"Agustinos, Carmenere",Agustinos,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY2,TANNIN2,17000,2009,750
137618,Casa Porta Collection Reserve Merlot,Porta Winery,Chile,Red,Table,13.5,16~19,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2009,750
137619,Casa Porta Limited Reserve Cabernet Carmenere,Porta Winery,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,28000,2007,750
137620,"Porta, Carmenere Reserve",Porta Winery,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2010,750
137621,"Agustinos, Winemaker Selection Cabernet Carmenere",Agustinos,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2008,750
137622,"Casa Porta, Limited Reserve Syrah Merlot",Porta Winery,Chile,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
137624,Porta Merlot,Porta Winery,Chile,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22000,2009,750
137625,"Craggy Range, Gimblett Gravels Vineyards Merlot",Craggy Range,New Zealand,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2005,750
137626,"Craggy Range, Te Muna Road Vineyard Sauvignon Blanc",Craggy Range,New Zealand,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,0,2007,750
137627,"Del Fin Del Mundo, Postales Malbec",Del Fin Del Mundo,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2017,750
137628,"Del Fin Del Mundo, Postales Merlot",Del Fin Del Mundo,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
137629,"Del Fin Del Mundo, Reserve Pinot Noir",Del Fin Del Mundo,Argentina,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
137632,"Domaine Jacques Prieur, Beaune 1er Cru Les Champs Pimont",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,175000,2014,750
137633,"Domaine Jacques Prieur, Beaune 1er Cru Champs Pimont Blanc",Domaine Jacques Prieur,France,White,Table,12~13,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,200000,2016,750
137634,"Domaine Jacques Prieur, Beaune 1er Cru Clos de la Feguine Blanc",Domaine Jacques Prieur,France,White,Table,13,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,230000,2014,750
137635,"Domaine Jacques Prieur, Beaune 1er Cru Clos de la Feguine Rouge",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,240000,2014,750
137636,"Domaine Jacques Prieur, Beaune 1er Cru les Greves",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,240000,2014,750
137637,"Domaine Jacques Prieur, Chevalier Montrachet Grand Cru",Domaine Jacques Prieur,France,White,Table,13,10~13,SWEET1,ACIDITY4,BODY3,TANNIN1,1200000,2014,750
137638,"Domaine Jacques Prieur, Corton Bressandes Grand Cru",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,600000,2014,750
137639,"Domaine Jacques Prieur, Meursault 1er Cru Santenots",Domaine Jacques Prieur,France,White,Table,13,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,270000,2006,750
137640,"Domaine Jacques Prieur, Meursault Clos de Mazeray Blanc",Domaine Jacques Prieur,France,White,Table,13,8~10,SWEET1,ACIDITY4,BODY4,TANNIN1,240000,2014,750
137641,"Domaine Jacques Prieur, Montrachet Grand Cru",Domaine Jacques Prieur,France,White,Table,13,10~12,SWEET1,ACIDITY4,BODY5,TANNIN1,1800000,2013,750
137642,"Domaine Jacques Prieur, Puligny Montrachet 1er Cru les Combettes",Domaine Jacques Prieur,France,White,Table,13~14,8~10,SWEET1,ACIDITY4,BODY3,TANNIN1,380000,2014,750
137643,"Domaine Jacques Prieur, Volnay 1er Cru Champans",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,360000,2014,750
137644,"Domaine Jacques Prieur, Volnay 1er Cru Clos des Santenots",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,350000,2014,750
137645,"Domaine Jacques Prieur, Chambertin Grand Cru",Domaine Jacques Prieur,France,Red,Table,13,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,650000,2014,750
137646,"Domaine Jacques Prieur, Clos de Vougeot Grand Cru",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,500000,2014,750
137647,"Domaine Jacques Prieur, Echezeaux Grand Cru",Domaine Jacques Prieur,France,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,750000,2014,750
137648,"Domaine Jacques Prieur, Les Musigny Grand Cru",Domaine Jacques Prieur,France,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,1050000,2014,750
137649,"Domini Veneti, Bardolino Chiaretto Classico",Domini Veneti,Italy,Rose,Table,12.4,16~18,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2004,375
137650,"Domini Veneti, Soave Classico",Domini Veneti,Italy,White,"Appetizer, Table",12.2,16~18,SWEET1,ACIDITY3,BODY3,TANNIN1,0,2005,750
137652,"Domini Veneti, Soave Classico Superiore Ca de Napa",Domini Veneti,Italy,White,"Appetizer, Table",13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN1,0,2004,750
137653,"Domini Veneti, Amarone Classico della Valpolicella Vigneti di Jago",Domini Veneti,Italy,Red,Table,15~16,16~18,SWEET2,ACIDITY2,BODY5,TANNIN3,0,2000,750
137654,"Domini Veneti, Amarone della Valpolicella Classico",Domini Veneti,Italy,Red,Table,15~16,16~18,SWEET2,ACIDITY3,BODY5,TANNIN3,0,2004,750
137655,"Domini Veneti, Recioto Della Valpolicella Classico",Domini Veneti,Italy,Red,Table,12~13,16~18,SWEET5,ACIDITY3,BODY5,TANNIN2,0,2005,750
137656,"Domini Veneti, Valpolicella Classico Ripasso Vigneti di Torbe",Domini Veneti,Italy,Red,Table,13.4,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,70000,2004,750
137657,"Domini Veneti, Valpolicella Classico Superiore",Domini Veneti,Italy,Red,Table,12~13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2005,750
137659,"Domini Veneti, Valpolicella Classico Superiore Ripasso La Casetta",Domini Veneti,Italy,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2003,750
137660,"Pepperwood Grove, Cabernet Sauvignon",Don Sebastiani  Sons,USA,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2015,750
137661,"Pepperwood Grove, Merlot",Don Sebastiani  Sons,USA,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
137662,"Don Sebastiani & Sons, Screw Kappa Napa Cabernet Sauvignon",Don Sebastiani  Sons,USA,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60000,2013,750
137663,"Don Sebastiani & Sons, Screw Kappa Napa Merlot",Don Sebastiani  Sons,USA,Red,Table,13.7,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
137664,"Don Sebastiani & Sons, Smoking Loon Cabernet Sauvignon",Don Sebastiani  Sons,USA,Red,Table,13.7,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,36000,2010,750
137665,"Don Sebastiani & Sons, Smoking Loon Chardonnay",Don Sebastiani  Sons,USA,White,Table,14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,40000,2007,750
137666,"Don Sebastiani & Sons, Smoking Loon Merlot",Don Sebastiani  Sons,USA,Red,Table,13.7,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,36000,2010,750
137667,"Don Sebastiani & Sons, Smoking Loon Syrah",Don Sebastiani  Sons,USA,Red,Table,13.8,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,40000,2007,750
137668,"Don Sebastiani & Sons, Smoking Loon Viognier",Don Sebastiani  Sons,USA,White,Table,13.8,8~10,SWEET1,ACIDITY3,BODY2,TANNIN1,40000,2007,750
